@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
1,0,0,0,5,2864,0.474695,0,0.371991,43,0
0,2,0,1,6,2400,0.265723,2,0.897616,64,0
0,0,0,1,3,2480,0.349859,2,1,54,1
0,0,0,0,3,3258,0.082234,0,0.073584,71,0
2,0,1,0,9,6100,0.314375,0,0.050407,31,0
1,0,0,0,11,7750,0.078054,0,0.041592,63,0
0,0,0,0,1,?,36,0,0.05609,34,0
1,0,1,0,7,8073,0.333292,0,0.02065,61,0
1,0,2,0,11,?,2656,0,0.016034,47,0
0,0,0,0,5,?,35,0,0.054366,29,0
2,1,0,0,2,4217,0.252963,1,1,31,1
2,0,2,0,13,9500,0.497106,1,0.769972,53,0
1,0,2,1,3,3906,0.471717,1,0.467906,60,0
0,0,1,0,10,3083,0.335279,0,0.095443,47,0
2,0,1,0,20,4500,0.614308,2,0.707356,35,1
0,0,5,0,12,4528,1.152352,0,0.10088,60,0
0,0,0,1,0,?,0,0,1,37,0
0,1,0,0,4,820,1.326431,0,1.012942,29,0
2,0,1,0,10,5164,0.625169,1,0.631711,50,0
0,0,1,0,4,2500,0.479808,0,0.04085,40,0
0,0,1,0,6,?,2341,1,0.987734,55,0
0,0,0,0,1,929,0,0,1,21,0
3,0,1,0,7,6250,0.44041,1,0.224824,53,0
0,0,0,0,2,2200,0.037256,1,0.985015,47,1
1,0,1,0,18,750,2.808256,0,0.128847,54,0
0,0,2,0,5,3400,0.650397,0,0.284448,48,0
0,0,2,0,8,?,2830,0,0.200661,34,0
1,0,0,0,5,5267,0.008352,0,0.136442,49,0
2,0,2,0,16,14500,0.340528,1,0.560274,45,0
0,0,0,0,8,3800,0.334123,0,0.012665,45,0
0,0,2,0,10,5700,0.486757,0,0.149627,62,0
2,0,1,0,11,6156,0.368361,0,0.377571,66,0
1,0,0,0,4,2489,0.097992,0,0.028549,74,0
2,0,1,0,10,2684,0.443575,0,0.752234,47,1
2,0,2,0,13,5900,0.250635,0,0.121767,51,0
0,0,0,0,1,?,0,0,0,73,0
1,0,1,0,12,8708,0.204501,0,0.262179,50,0
0,0,1,0,3,?,1526,0,0.099983,49,0
0,0,0,0,2,?,755,0,1,42,0
1,0,1,0,12,5400,0.50287,0,1,31,0
2,0,1,0,8,?,1318,0,0.002276,56,0
0,0,0,0,8,5820,0.231575,0,0.45172,54,0
2,0,2,0,17,8000,0.251219,1,0.115616,46,0
1,0,3,0,19,8528,1.104819,0,0.852192,68,0
0,0,2,0,15,4300,0.727505,1,0.764575,49,0
0,0,1,0,6,?,3092,0,0.088876,56,0
0,0,1,0,8,4000,0.927768,0,0.583897,70,0
1,0,0,0,5,5000,0.179564,0,0.912176,40,0
0,0,2,0,9,?,4367,1,0.1856,58,0
?,0,2,0,5,?,1301,0,0.018153,51,0
2,0,1,1,3,2607,0.699003,3,1,43,0
0,0,1,0,10,4000,0.284429,0,0.017551,34,0
1,0,2,0,7,6300,0.387558,0,1,34,0
1,0,3,0,9,7499,0.389333,0,0.275305,52,0
0,0,1,0,19,1,1397.5,0,0.749617,60,0
1,0,1,0,5,12800,0.132646,0,0.697415,47,0
0,0,3,0,8,11350,0.315215,0,0.0784,54,0
2,0,0,2,15,3333,0.005999,3,0.004375,48,1
0,0,0,0,9,1800,0.883953,1,0.898757,36,0
0,0,0,0,2,?,63,0,0.014039,77,0
1,0,0,0,2,6326,0.059428,0,1,71,0
0,0,8,0,30,12683,0.698281,0,0.450216,67,1
3,0,0,0,7,2409,0.163071,1,0.003954,52,0
0,0,3,0,18,2916,1.033939,0,0.052114,48,0
0,0,0,0,10,?,56,0,0.031178,61,0
0,0,2,0,14,5416,0.289275,0,0.02643,73,0
0,0,0,0,8,?,1025,0,0.684935,53,0
0,0,2,0,7,5400,0.573227,0,0.873709,35,0
3,0,2,0,7,7900,0.37337,0,0.001509,56,0
3,0,1,0,7,12000,0.167153,0,0.022908,52,0
0,0,0,0,4,6083,0.001644,0,0.043995,52,0
0,1,0,0,1,2018,0.029718,0,0.262289,83,0
?,0,1,0,6,?,1882,0,0.184601,39,1
1,0,2,0,12,?,1766,0,0.87177,56,0
0,0,0,3,0,600,0.041597,0,1,56,0
0,0,1,0,12,?,3724,0,0.170953,60,0
0,0,4,0,16,15500,0.294755,0,0.093682,48,0
2,0,3,0,14,9250,0.504162,0,0.93327,45,0
1,3,1,1,6,6000,0.135811,2,0.285757,47,1
0,0,0,0,8,4600,0.122147,0,0.016489,30,0
0,0,1,0,9,2601,0.122598,1,0.048376,59,0
1,0,3,0,21,8000,0.999875,0,0.289636,57,0
0,0,2,0,9,5500,0.280131,0,0.023087,63,0
2,0,1,0,12,3514,0.384922,1,0.223407,31,0
3,0,3,0,5,3500,0.938018,0,0.87809,55,0
4,0,1,0,8,17591,0.156321,0,0.129847,51,0
1,0,1,0,6,6250,0.303631,1,0.596752,48,0
0,0,0,0,6,6767,0.000591,0,0.002397,83,0
3,0,2,0,18,6500,0.91309,0,0.099427,39,1
0,0,1,0,5,17500,0.15782,0,0.104972,46,0
0,0,1,0,5,5400,0.155527,0,0.137992,62,0
0,0,11,0,18,?,8964,0,0.019918,77,0
0,0,0,0,5,4888,0.124361,0,0.198412,33,0
0,0,0,0,7,4810,0.197048,0,0.173983,64,0
1,0,2,0,9,13000,0.198523,0,0,34,0
0,0,1,0,6,5416,0.316965,0,0.063877,72,0
4,0,1,0,13,17429,0.091394,0,0.138465,50,0
0,0,0,0,5,3500,0.188803,0,0.262281,77,0
1,0,1,0,11,6000,0.294118,2,0.02045,76,0
0,0,1,0,3,2300,0.426771,0,1,55,1
0,0,2,0,10,8300,0.4432,0,0.035873,49,0
0,0,1,0,10,?,414,0,0.010341,65,0
0,0,0,0,9,5783,0.062586,0,0.320841,57,0
0,0,1,0,14,?,937,0,0.060406,74,0
0,0,1,0,2,?,1198,0,0.036269,33,0
0,0,2,0,15,4222,0.415108,0,0.033834,63,0
0,0,1,0,13,?,2745,1,0.884662,44,1
3,0,1,0,8,10800,0.218035,0,0.279665,53,0
1,0,1,0,14,9056,0.153804,0,0.001822,65,0
0,0,0,0,3,3000,0.262246,0,0.707293,51,1
0,0,3,0,11,5250,0.483146,0,0.0026,54,0
0,0,0,0,2,3800,0.002105,0,0.053582,28,0
0,0,2,0,12,8056,0.426834,0,0.02047,39,0
0,0,1,0,10,8000,0.489689,0,0.218445,39,0
0,0,0,0,2,900,0.00444,0,0.030183,86,0
1,0,3,0,12,35000,0.272878,0,0.917216,63,0
0,0,1,0,4,3410,0.36353,0,0.512897,70,0
0,0,1,0,9,2825,0.464968,1,0.131361,51,0
0,0,2,1,4,3500,0.391317,1,1,56,0
0,0,0,0,1,2400,0,0,0,30,0
1,0,2,0,5,8923,0.215823,0,0.051773,53,0
0,0,2,0,19,10600,0.663239,0,0.511884,58,0
0,0,3,0,8,25000,0.23835,0,1,48,0
0,0,0,0,7,?,15,0,0.006667,57,0
0,0,0,0,6,3709,0.175741,0,0.010352,60,1
0,0,1,0,6,?,784,0,0.014259,70,0
2,1,1,0,13,6211,0.52624,5,0.11977,48,0
0,0,0,0,2,4000,0.001,0,0.004933,75,0
0,0,0,0,14,3250,0.430329,0,0.15906,49,0
3,0,2,4,12,10000,0.640236,2,0.998546,44,1
0,0,3,0,12,5600,0.445635,0,0.0441,63,0
3,0,13,0,30,15572,1.000899,1,0.324622,44,1
0,0,1,0,12,4045,0.554869,0,0.928701,42,0
0,0,1,0,6,9124,0.266411,0,0.006134,72,0
3,1,1,0,4,5826,0.516218,0,1,41,1
0,0,1,0,7,3751,0.636194,0,0.574987,30,0
0,0,1,0,6,5335,0.490817,0,0.03135,61,0
0,0,1,0,5,4561,0.235204,0,0.10698,68,0
0,0,0,0,5,5314,0.115146,1,0.293089,61,0
0,0,1,0,5,6000,0.010332,0,0.012823,42,0
0,0,2,0,10,12707,0.561929,0,0.55156,53,0
3,0,2,0,6,?,2376,0,0.041736,42,0
0,0,4,0,11,8855,0.455172,0,0.022527,55,0
0,0,1,0,5,?,1133,0,0.141019,42,0
0,0,1,0,7,3190,0.245691,2,1,41,0
0,0,0,0,13,13103,0.044032,0,0.093758,26,0
0,0,0,0,12,2000,0.004998,0,0.004499,58,0
0,0,1,0,8,?,2345,0,0.110325,41,0
0,0,2,0,5,6000,0.573071,0,0.083496,61,0
2,0,0,0,4,1900,0.35455,2,1.478405,38,1
1,0,2,0,12,6335,0.719223,0,0.395488,42,0
3,0,0,0,7,6200,0.102887,1,0.969805,30,0
0,0,0,0,13,2200,0.5393,2,0.683092,57,0
0,0,2,0,7,?,5380,0,0.249873,38,0
0,0,0,0,7,?,44,0,0.021311,47,0
2,0,2,0,11,7000,0.298814,0,0,64,0
1,0,3,0,18,6633,0.467742,0,0,51,0
0,0,1,0,8,2300,0.34246,1,0.037717,32,0
0,0,2,0,16,1500,2.28048,0,0.271565,54,0
1,0,0,0,1,3032,0.132872,1,1,39,1
0,0,0,0,5,3042,0.367072,0,0.812462,48,0
3,0,1,0,11,9250,0.367528,0,0.880458,49,0
1,0,1,0,9,7800,0.180746,0,0.448668,33,0
0,0,2,0,3,6416,0.467508,0,1,33,0
0,0,2,0,7,?,3032,1,0.902403,49,0
0,0,0,0,6,4258,0.085701,0,0.049509,86,0
0,0,2,0,18,?,3979,0,0.204263,61,0
2,0,1,0,9,8248,0.485756,0,0.434382,54,0
1,0,0,0,42,17500,0.041655,0,0.004037,76,0
0,0,2,0,6,2666,1.566554,0,0,43,0
0,0,0,0,1,?,5,0,0.561462,26,0
0,1,1,0,2,?,1185,2,1,54,0
0,0,0,0,9,2977,0.40732,0,0.152211,48,0
2,0,0,1,0,3988,0.01103,0,1,38,1
0,0,1,0,10,5750,0.237872,0,0.15371,69,0
0,0,0,0,24,?,23,3,0.004277,90,1
0,0,0,0,19,8333,0.268419,0,0.33938,59,0
0,0,2,0,19,6000,0.285452,0,0.001469,72,0
1,0,0,0,10,6166,0.214529,0,0.859626,45,0
0,0,0,0,3,?,199,0,1,51,0
2,0,2,0,8,5833,0.324991,1,0.397689,54,0
0,0,0,0,5,?,0,0,0,74,0
0,0,1,0,7,14669,0.077301,0,0,61,0
0,0,0,0,1,5644,0,0,0,62,0
0,0,4,0,16,6248,0.463434,0,0.033086,64,0
0,0,1,0,4,3400,0.445163,0,0.578116,34,0
0,0,0,0,3,2227,0.099641,0,0,76,0
1,0,0,0,9,2200,0.095866,0,0.37654,26,0
2,0,0,0,9,6000,0.349442,1,0.374381,44,0
0,1,1,1,15,1943,0.566358,0,0.859348,55,0
0,0,1,0,21,6000,0.454424,0,0.004256,63,0
4,0,2,0,11,12100,0.238658,0,0.220717,44,0
0,1,1,0,14,4679,0.25641,1,0.500918,40,0
0,0,0,0,0,?,0,0,1,71,0
0,98,0,98,0,1972,0,98,1,22,0
0,0,1,0,10,4000,0.332417,4,0.33655,61,0
0,0,2,0,11,2500,0.276289,0,0,65,0
0,0,1,0,12,3800,0.43699,0,0.678651,31,0
0,0,1,0,5,6534,0.299005,0,0.087886,43,0
0,0,0,0,6,3250,0.338357,0,0.865931,41,0
2,1,1,1,25,6800,0.380973,1,0.435809,55,0
0,0,1,0,5,3500,0.620965,0,0.181811,33,0
0,0,2,0,12,8732,0.434673,0,0.273724,46,0
0,0,2,1,13,6333,0.205715,1,0,41,0
1,0,2,0,18,7916,0.199697,0,0.062467,55,0
2,0,1,0,11,4322,0.488087,0,0.163937,46,0
0,0,4,0,17,2133,2.259138,1,0.146666,55,0
1,0,0,0,7,2700,0.864495,0,0.945709,58,1
0,0,0,0,13,4743,0.189924,1,0.999,64,0
0,0,2,2,8,?,1807,4,0.485038,57,1
0,0,0,0,8,?,1829,0,0.370487,55,0
2,0,2,0,9,12500,0.224222,0,0,35,0
1,0,0,0,4,7862,0.121455,0,0.417526,51,0
0,0,2,0,9,10116,0.317584,0,0.071008,42,0
0,0,1,1,9,3881,0.378928,0,0,39,0
2,0,2,0,12,4375,1.365631,0,0.420346,38,0
3,0,1,0,10,6933,0.368763,0,0.170033,39,0
0,0,2,0,10,7333,0.733297,0,0.034597,61,0
0,0,2,0,13,10752,0.214173,0,0.066669,61,0
3,1,1,3,2,8750,0.130728,2,0.999934,50,1
1,0,2,0,4,7600,0.266149,0,0.0106,36,0
2,0,2,0,18,11300,0.20945,0,0.078022,55,0
0,0,3,0,9,?,8407,0,0.585263,60,0
?,1,0,0,1,?,508,0,1,25,1
0,0,0,0,4,823,0.04733,0,0,85,0
0,0,0,0,1,?,0,0,1,28,0
0,1,0,0,5,6000,0.01783,0,0.064943,55,0
1,0,1,0,9,11931,0.227456,0,0.605737,48,0
0,0,0,0,6,3000,0.006998,0,0.023629,68,0
0,0,0,1,10,?,923,3,0.789185,50,1
0,0,0,0,6,?,0,1,0,52,0
1,0,0,0,5,4680,0.197821,0,0.44501,28,0
0,0,1,0,5,0,2186,0,0.232688,41,0
0,0,1,0,10,?,1832,0,0.379486,68,0
0,0,1,0,9,?,1435,0,0.138133,63,0
0,0,0,0,6,3313,0.07755,1,0.004714,59,0
1,0,0,0,9,3176,0.237331,0,0.280809,70,0
0,0,1,0,7,?,1251,1,0.285238,47,0
2,0,2,0,10,7200,0.386613,0,0.042735,51,0
0,0,1,0,6,?,1618,0,0.144525,65,0
2,0,1,0,5,4750,0.459061,0,0.781815,43,0
1,0,2,0,12,10085,0.324807,0,0.059829,43,0
0,0,0,0,8,?,11,0,0.008542,74,0
1,0,1,0,5,6150,0.663469,0,0.006418,33,0
1,0,1,0,5,6600,0.145887,1,0.006599,55,0
0,0,1,0,7,10300,0.204737,0,0.086426,48,0
0,0,0,0,2,2000,0.031484,0,0.046946,69,0
3,0,2,0,16,?,1984,1,0.502682,32,0
1,0,2,0,5,11555,0.168744,0,0.018798,51,0
4,0,0,1,0,?,0,1,1,56,1
0,0,0,0,2,4806,0.091325,0,1,25,0
1,0,1,0,8,12007,0.096352,0,0.03141,65,0
0,0,1,0,5,?,2341,0,0.171257,59,0
2,0,0,0,3,5230,0.134582,0,0.970003,55,0
0,0,3,0,13,5830,0.586863,0,0.102514,64,0
0,0,2,0,16,7500,0.419944,0,0.96623,33,1
?,0,0,0,2,?,54,0,0.239968,90,0
0,0,0,0,5,820,1.824604,1,0.064987,26,0
?,0,1,0,8,?,1370,0,0.172428,80,0
0,0,0,0,10,1920,0.00937,0,0.009068,81,0
0,0,0,0,5,8333,0.015959,0,0.005061,41,0
2,0,0,0,3,8083,0.017566,0,0.360451,53,0
2,0,1,0,14,3570,0.50126,0,0.87897,48,0
1,0,0,0,3,?,46,0,0.047938,69,0
2,0,1,0,8,9500,0.315651,0,0.100265,57,0
0,0,1,0,18,9750,0.246436,0,0.470577,68,0
1,0,0,0,0,?,0,0,1,67,0
0,0,2,0,11,?,1995,0,0.112864,58,0
1,0,1,0,6,9833,0.23012,0,0.112773,63,0
0,0,0,0,14,1700,0.036449,0,0.016118,54,0
0,0,1,0,8,2000,0.570715,0,0.042226,62,0
0,0,1,0,4,7000,0.215683,0,0.083599,79,0
0,0,0,0,8,2226,0.42793,0,0.691919,60,1
0,0,1,0,5,3141,1.069383,1,0.803533,51,1
3,0,2,0,8,4186,0.767853,0,0.66168,48,0
1,0,0,0,10,3400,0.098206,0,0.019182,81,0
0,0,1,0,10,11000,0.267794,0,1.006815,51,0
3,0,5,0,14,17143,0.582536,0,0.346255,46,0
0,0,2,0,8,8000,0.463192,0,0.870284,45,0
0,0,2,0,11,3200,0.84786,0,0.639438,32,0
0,0,2,0,35,23800,0.386118,0,0.705951,66,0
0,0,1,0,9,?,2975,0,0.02289,32,0
0,0,1,0,8,?,1831,0,0.040848,48,0
1,0,1,0,7,2002,0.236645,4,0.396134,59,0
0,0,0,0,3,?,9,0,0.011091,86,0
0,0,0,0,4,10600,0.024809,0,0.433121,58,0
1,0,1,0,10,14400,0.077356,0,0.023717,51,0
2,0,1,0,10,3785,0.391178,0,0.291193,53,0
0,0,2,0,7,4600,0.338187,0,0.005336,40,0
2,0,1,0,5,3400,0.407527,0,0,51,0
0,0,2,0,10,6648,0.726124,2,0.621599,55,0
1,0,0,0,11,3566,0.282871,0,0.790105,40,1
0,0,0,0,12,1100,2.379655,0,0.655497,66,0
?,0,0,1,0,?,0,0,1,23,1
0,0,1,0,11,1700,0.328042,0,0.005025,70,0
0,1,0,0,10,4628,0.235256,1,0.527444,60,0
0,0,2,0,12,?,3631,0,0.133039,79,0
0,0,1,0,6,?,2930,0,0.061644,57,0
?,0,1,1,1,?,876,0,1,54,0
2,0,0,0,5,3583,0.018415,0,0.048519,53,0
1,0,3,0,12,6000,0.911681,2,0.957007,47,0
0,0,0,0,4,4100,0.096806,0,0.661527,59,0
1,0,1,0,7,6419,0.342991,0,0.023999,60,0
0,0,2,0,13,2500,0.673731,0,0.307058,56,0
0,0,0,0,8,5483,0.105033,0,0.260424,29,0
1,0,0,0,8,?,1722,0,0.180593,29,0
0,0,2,0,16,9700,0.272446,1,0.244574,54,0
0,0,0,0,16,?,1852,0,0.110094,73,0
1,0,2,0,8,6001,0.071976,0,0.035299,61,0
1,5,0,0,10,3000,1.015328,1,0.774977,46,1
?,0,0,0,7,?,68,0,0.052304,89,0
0,0,5,0,8,2050,1.980985,0,0.269587,42,0
1,0,1,0,10,7000,0.174975,0,0.012921,75,0
0,0,0,0,10,7500,0.033596,0,0.067538,77,0
?,0,0,0,5,?,0,0,0,79,0
2,0,0,0,7,?,1433,1,0.796837,49,0
0,0,0,0,12,5166,0.287207,0,0.515586,80,0
0,0,0,0,14,?,470,0,0.637543,32,0
0,0,1,0,18,19833,0.318342,0,0.847576,49,0
0,0,1,0,9,5659,0.366784,0,0.052615,41,0
4,0,1,0,5,6213,0.411007,0,0.128375,45,0
0,0,1,0,12,?,2346,0,0.021986,75,0
3,0,2,0,12,12000,0.352304,0,0.39916,47,0
0,0,2,0,9,7887,0.283342,0,0.149242,34,0
0,1,0,0,8,4598,0.146119,1,0.678055,43,1
0,0,1,0,10,?,1108,2,0.172667,47,0
0,0,2,0,8,10620,0.635816,0,0.039492,62,0
0,0,0,0,7,6300,0.164418,0,0.02,60,0
0,0,1,0,5,29166,0.130147,0,1,52,0
0,0,1,0,6,7166,0.216827,0,0.37302,63,0
2,1,0,3,3,2600,0.336025,0,0.765809,35,1
1,0,0,0,2,3562,0.002807,0,0.016899,47,0
0,0,1,0,7,5617,0.840869,0,0.08268,43,0
1,0,1,0,5,4584,0.234896,0,1,36,0
0,0,1,0,7,5453,0.285662,0,0.015699,47,0
1,0,0,1,6,2654,0.178154,1,0.003125,39,0
1,0,4,0,10,18200,0.502775,0,0.029341,69,0
0,0,0,0,6,5048,0.318875,0,0.988843,67,0
0,0,0,0,2,4150,0.062395,0,0.432928,59,0
0,0,1,0,7,4000,0.613097,0,0.391224,35,0
2,2,0,4,7,4600,0.119105,1,0.941059,39,1
0,0,1,0,12,3000,0.202266,0,0.073721,76,0
0,0,4,1,13,?,5257,0,0.741597,45,1
0,0,0,0,3,?,5,0,0.016716,66,0
1,0,1,0,14,14572,0.11686,0,0.030601,60,0
0,0,3,0,22,?,3550,0,0.093368,65,0
1,0,1,0,19,11600,0.349625,0,0.330397,44,0
0,0,1,0,15,5158,0.412289,0,0.041156,56,0
2,0,1,0,6,3000,0.547484,0,0.152954,52,0
1,0,0,0,9,7500,0.089455,0,0,76,0
0,0,1,0,10,?,1994,0,0.006284,63,0
1,0,3,0,10,10764,0.42183,0,0.128698,64,0
3,0,1,0,16,2000,1.092454,1,0.113216,50,0
1,0,1,0,7,2340,1.580521,0,0.500357,32,0
1,0,0,3,8,9500,0.004736,2,1,53,0
0,0,2,0,9,2400,0.914619,0,0.082953,39,0
0,0,0,0,11,4300,0.379447,0,0.302085,50,0
2,0,0,0,1,2500,0.036385,0,0.806387,41,0
0,0,0,0,13,11915,0.287429,0,0.315769,33,0
0,0,1,0,10,0,2373,0,0.02199,47,0
0,0,1,0,9,0,1337,0,0.011969,62,0
0,0,0,0,7,5411,0.093496,0,0.131748,85,0
3,0,0,1,0,3126,0,0,1,30,0
2,0,2,0,17,10380,0.310278,0,0.546709,54,0
1,0,0,0,3,1350,0.008142,0,0.013468,46,0
0,0,0,0,5,1000,0.182817,0,0,24,0
0,0,1,0,8,8000,0.348706,2,0.359321,39,0
0,0,0,0,10,1,304.5,0,0.460824,29,0
1,0,0,0,6,3327,0.130409,0,0.767519,38,0
0,0,1,0,11,1000,1.898102,0,0.049775,55,0
0,0,1,0,8,7475,0.212681,0,0.29249,66,0
0,0,2,0,6,4350,0.437601,0,0.49926,58,0
0,0,0,0,5,?,41,0,0.022656,72,0
3,0,1,0,7,5866,0.214079,0,0.041282,56,0
2,0,3,0,6,8878,0.538912,0,0.371204,44,0
0,0,1,0,4,18750,0.120527,0,0.945409,46,0
4,0,0,0,2,6060,0.166474,0,0.618846,43,0
4,0,0,0,4,?,826,3,0.1978,62,0
0,0,0,0,12,?,101,0,0,67,0
2,0,0,0,5,5000,0.009798,0,0.023056,58,0
4,0,6,0,25,8900,1.722615,0,0.160239,50,0
1,0,2,0,5,9166,0.284717,0,0.072475,70,0
1,0,1,0,7,20000,0.133143,1,0.354232,52,0
0,0,1,0,9,3344,0.315994,0,0.031416,60,0
3,0,1,0,9,6770,0.251514,1,0.375129,65,0
1,0,2,0,5,5116,0.21497,0,0.063548,65,0
0,1,0,0,4,2795,0.089413,0,0.094684,32,0
0,0,1,0,6,1146,0.693112,0,0.004563,79,0
0,0,0,0,15,4159,0.516587,0,0.658201,62,0
2,0,1,0,6,14716,0.34185,0,0.014561,57,0
2,0,2,0,17,10400,0.620613,0,0.180795,55,0
3,0,1,0,5,6306,0.269859,0,0.026563,48,0
2,0,2,0,9,4400,0.661441,0,0.598769,34,0
3,0,1,0,11,7100,0.556823,0,0,34,0
0,0,0,0,4,4400,0.106567,0,0.192154,28,0
0,0,0,0,1,?,21,0,1.041369,22,0
0,0,0,0,5,?,113,0,0.040095,59,0
0,0,0,1,0,500,0.081836,0,1,23,1
0,1,1,1,7,5000,0.460508,2,1,40,1
2,0,1,0,9,29000,0.124651,1,0.179264,56,0
0,0,1,11,4,0,3552,0,0,48,1
0,0,0,0,8,2700,0.561644,1,0.840258,33,0
0,0,1,0,8,?,2337,0,0.03179,45,0
4,1,2,0,8,12666,0.413594,3,0.970461,44,0
4,2,1,1,3,3815,0.281184,0,1,49,0
0,0,1,1,4,4916,0.507423,0,1,49,1
2,0,0,0,3,2994,0.137563,0,0.016049,29,0
4,0,0,0,8,7225,0.14351,0,0.431981,32,0
3,0,0,0,6,3000,0.244918,0,0.430928,35,0
2,0,12,0,21,22266,0.602012,0,0.047835,41,0
3,0,0,0,0,8500,0,0,1,46,1
5,0,2,0,3,4333,0.23281,3,1.018196,44,1
1,0,0,0,11,?,1008,0,0.004208,54,0
0,0,0,0,2,5834,0.004456,0,0.024856,79,0
2,0,0,0,3,2083,0.045106,0,1,42,1
0,0,0,0,1,500,0,0,1,25,0
1,0,2,0,11,32766,0.319315,0,0.963821,55,0
0,0,2,0,18,15499,0.42471,0,0.183876,65,0
0,0,0,0,6,701,0.274929,0,0.010033,70,0
0,0,2,0,7,2480,1.062878,3,0.602053,77,1
0,0,2,0,23,10111,0.692049,0,0.205259,50,0
0,0,0,0,3,331,0.039157,0,0.027931,80,0
0,0,2,0,9,7750,0.209005,0,0.384361,31,0
1,0,1,0,13,4666,0.585387,1,0.102848,46,0
0,0,2,0,8,9983,0.256711,0,0.949171,32,0
1,0,1,0,11,3925,0.599847,2,0.247558,58,0
0,0,3,0,12,?,4340,1,0.974681,39,1
1,0,0,0,5,10000,0.008699,1,0.115407,57,0
0,0,0,0,20,3333,0.206059,0,0.121277,33,0
0,0,2,0,4,?,2292,0,0.034218,56,0
0,0,0,1,1,2583,0.069272,0,1,43,1
2,0,0,0,7,1620,0.000617,4,0.001616,47,0
0,0,1,0,10,4000,0.35891,0,0.059526,48,0
0,0,0,0,4,3600,0.115246,0,0.219154,35,0
2,0,1,0,4,3300,0.413208,2,0,52,0
0,0,1,0,24,96000,0.04277,0,0.189509,67,0
3,1,0,0,8,6083,0.259204,0,0.576297,50,1
1,0,2,0,8,10833,0.382776,0,0.273117,46,0
1,0,2,0,14,7450,0.43068,0,0.314492,53,0
0,0,2,0,7,?,1322,0,0.142022,51,0
0,0,1,0,12,?,1232,0,0.019694,92,0
0,0,1,0,9,4833,0.412288,1,0.10115,43,0
0,0,1,0,10,2400,1.208663,0,0.211745,49,0
1,1,0,0,7,5000,0.245151,0,0.623846,29,1
2,0,2,0,15,4095,0.644775,0,0.02489,47,0
0,0,2,0,4,1000,1.316683,0,1.031997,55,1
0,0,0,0,4,3000,0.016328,0,1,74,0
2,0,2,0,8,8800,0.341666,0,0.108737,40,0
4,0,2,0,21,8100,0.429453,1,0.108799,46,0
0,0,2,0,9,12972,0.234179,0,0.009204,60,0
0,0,2,0,7,9166,0.46951,0,0.530413,61,0
1,0,0,0,3,4253,0.021157,0,1,38,0
0,0,0,0,1,?,0,0,1,60,0
0,0,2,0,8,8000,0.5988,1,0.65825,49,0
1,0,1,0,8,8332,0.229689,0,0.010513,67,0
1,1,0,2,2,2600,0.18416,1,1,67,0
3,0,4,0,9,4192,1.004054,1,0.870395,46,0
0,0,3,0,17,13000,0.280901,0,0.482247,59,0
1,0,2,0,9,14896,0.359603,0,0.915415,57,0
0,0,0,0,5,2750,0.002908,0,0.024748,30,0
1,0,0,0,14,2500,0.502199,0,0.534073,27,0
1,0,1,0,6,9500,0.359646,0,0.937158,63,0
0,0,0,0,7,?,127,0,0.028728,31,0
2,0,1,0,4,3333,0.215957,0,0.671791,51,0
0,0,1,0,7,4769,0.608595,0,1.006699,57,0
0,0,2,0,13,17800,0.182799,0,0.085076,30,0
?,0,2,0,5,?,1456,0,0.088073,40,0
1,0,2,0,10,15174,0.115585,0,0.100156,36,0
2,0,2,0,15,12083,0.386296,4,0.885411,49,1
3,0,1,1,12,?,2697,0,0.305938,50,0
0,0,0,0,3,4333,0.092524,0,0.953808,32,0
0,0,1,0,10,?,2093,0,0.016654,63,0
1,0,0,0,14,4834,0.202482,0,0.29204,51,0
1,0,2,0,6,8160,0.271903,0,0.193618,44,0
2,0,2,0,6,5134,0.563194,0,0.754353,35,1
0,1,0,1,3,6500,0.130595,2,0,33,0
0,0,3,0,15,8333,0.347492,0,0.204775,54,0
0,0,0,0,0,2600,0,0,1,27,1
0,0,0,0,11,4725,0.121456,0,0.692907,34,0
1,0,2,0,7,5416,0.396714,0,0.587761,39,0
0,0,2,0,4,11333,0.490471,0,0.013416,65,0
1,0,1,0,11,6900,0.287205,0,0.432109,53,0
0,0,0,0,6,2826,0.215776,0,0.566287,26,0
3,0,2,0,10,9000,0.222086,0,0.166037,46,0
2,0,0,0,2,4333,0.135441,0,0.101647,43,0
0,0,2,0,15,7666,0.508282,0,0.079023,64,0
?,0,0,0,4,?,54,0,0.067451,30,0
2,0,0,0,9,2000,0.955522,2,0.825794,40,1
0,0,2,0,21,5833,0.507199,0,0.069896,65,0
0,0,1,0,8,1310,1.340198,0,0.90555,79,0
1,0,0,0,1,2782,0.199425,0,1,50,0
0,0,1,0,4,6000,0.166139,0,0.019593,85,0
